text,year,month,day_of_month,day_of_week,hour_of_day
"Damned if you do, damned if you don’t",2023,1,31,2,21
True,2023,1,31,2,21
"Yeah, it’s bizarre!",2023,1,31,2,20
Another batch of Starlinks in orbit. These will mostly support high latitude connectivity.,2023,1,31,2,20
They are behind the times,2023,1,31,2,20
"Hydro, nuclear fission &amp; geothermal will also be significant parts of the solution",2023,1,31,2,20
Accurate,2023,1,31,2,20
You are an expert in propaganda 😂,2023,1,31,2,20
"Wind &amp; solar, combined with batteries, will solve sustainable energy for Earth",2023,1,31,2,20
"Expendable upper stage may or may not fly, but it is an option",2023,1,31,2,19
"Once again, parody &amp; reality are indistinguishable 😂",2023,1,31,2,19
The war is escalating quickly,2023,1,31,2,19
"Great game, great show",2023,1,31,2,19
"Over time, we expect Giga Nevada to be almost entirely solar-powered",2023,1,31,2,19
"It’s already the biggest battery cell, pack &amp; electric motor factory in Americas",2023,1,31,2,19
What the Tesla Giga Nevada factory will look like when finished.,2023,1,31,2,19
"Good meeting with regarding EU DSA. The goals of transparency, accountability &amp; accuracy of informat…",2023,1,31,2,18
Congrats Falcon &amp; Starlink teams!,2023,2,2,4,16
Reply threads are the modern forum for debates,2023,2,2,4,16
True,2023,2,2,4,16
"In turbulent economic times, be wary of using margin loans to buy stock",2023,2,2,4,16
Humanity takes up very little of Earth’s surface area – you can fit the entire population of Earth i…,2023,2,2,4,8
It’s coming,2023,2,2,4,6
This helped identify some issues with the system. Should be addressed by next week.,2023,2,2,4,5
Interesting,2023,2,2,4,5
"Twitter’s legacy Blue Verified is unfortunately deeply corrupted, so will sunset in a few months",2023,2,3,5,16
"To be eligible, the account must be a subscriber to Twitter Blue Verified",2023,2,3,5,16
"Starting today, Twitter will share ad revenue with creators for ads that appear in their reply threads",2023,2,3,5,16
I guess we could give all Verified users access to the API for posts like this,2023,2,3,5,8
Sucks that I had to sell so much Tesla stock to do so (sigh),2023,2,3,5,0
Me neither,2023,2,3,5,0
"Yeah. Still many small tweaks to make it better (and the side mirrors are removable by owner), but th…",2023,2,3,5,0
"Yuh, that is par for the course",2023,2,2,4,23
Super appreciate support of &amp; major advertisers &amp; congrats to Twitter team!,2023,2,2,4,23
Progress!,2023,2,2,4,23
"Yeah, free API is being abused badly right now by bot scammers &amp; opinion manipulators. Ther…",2023,2,2,4,21
Very effective,2023,2,2,4,16
That it lacks wit,2023,2,4,6,20
Petty tech beefs are one of the reasons I like this site 😂,2023,2,4,6,20
🤣 it’s a fair cop,2023,2,4,6,14
You’re right,2023,2,3,5,23
Manufactured in California!,2023,2,3,5,23
"Thank goodness, the wisdom of the people has prevailed! I am deeply appreciative of the jury’s unanimous finding o…",2023,2,3,5,23
Absolutely,2023,2,3,5,22
Truth is stranger than fiction,2023,2,3,5,21
More to come on this front. Twitter needs to be where a creator is most highly r…,2023,2,3,5,17
"Documentaries are dangerous in this way. That said, MJ clearly had major issues. No documentary needed for that.",2023,2,5,7,15
"Responding to feedback, Twitter will enable a light, write-only API for bots…",2023,2,5,7,3
Production will have red light bar,2023,2,5,7,3
Probably more,2023,2,5,7,3
"V11 has been tougher than expected, as it is a significant rearchitecture of NNs, plus many more NN…",2023,2,4,6,22
"Very hard car to build, as it is unlike any other, but, as stated publicly, Cybertruck production starts this year",2023,2,4,6,22
"If remaining tests go well, we will attempt a Starship launch next month",2023,2,4,6,22
Actually happened to me,2023,2,4,6,22
Ordered “How to Scam” book months ago but still not arrived. Starting to think it could be … but no I’m sure it’s coming soon.,2023,2,4,6,21
A tragic loss of life,2023,2,6,1,5
Starlink is not approved by Turkish government yet. SpaceX can send as soon as approved.,2023,2,6,1,3
Thanks !,2023,2,5,7,23
We think we fixed this bug today. Please lmk if you’re still seeing it.,2023,2,5,7,23
"* attempt to launch in March. Success is far from certain, but excitement is guaranteed.",2023,2,5,7,23
"To be extra clear, Twitter is definitely not financially healthy yet, but is trending to be so. Lot…",2023,2,5,7,23
We would love to. Just waiting for government approvals.,2023,2,5,7,18
Just posted in Italian for those in Italy that may wish to have it for prima…,2023,2,5,7,18
I’m worried about me too :(,2023,2,5,7,18
"Daily user count &amp; total user minutes are still strong, but engagement on some accounts is weirdly low",2023,2,5,7,18
Thank you for supporting Twitter ♥️♥️,2023,2,5,7,18
"We’ve found &amp; corrected some smaller issues, but there is something fundamental that we haven’t…",2023,2,5,7,18
"Last 3 months were extremely tough, as had to save Twitter from bankruptcy, while fulfilling essential Tesla &amp;…",2023,2,5,7,18
I feel this one,2023,2,7,2,5
Good point,2023,2,7,2,5
My bro and I mostly ate at the Palo Alto Jack in the Box while building Zip2. It was afforda…,2023,2,7,2,5
Actual base level of Maslow’s hierarchy is lack of wifi,2023,2,7,2,4
Guess people love home improvement,2023,2,7,2,4
Of course he’d like it – he created it!,2023,2,7,2,2
"If that’s satan, we have nothing to worry about",2023,2,7,2,2
Made by humans,2023,2,7,2,2
The level of luck needed to win is insane,2023,2,7,2,2
End of days vibes,2023,2,7,2,1
Insane Clown Posse?,2023,2,7,2,1
Will investigate,2023,2,7,2,0
"Almost everywhere you go, everyone is face to their phone",2023,2,7,2,0
Uh oh. Plot involves using fear of a pandemic to get the public to demand lockdowns &amp; then controlling…,2023,2,7,2,0
Concerning,2023,2,7,2,0
It’s not supposed to be real,2023,2,7,2,0
And it would be illegal,2023,2,7,2,0
"The UN is more likely to cause, rather than prevent, disinformation",2023,2,7,2,0
"I haven’t seen a scroll in ages, but we use that word for computer screens 📜",2023,2,7,2,0
This is a major problem,2023,2,7,2,0
Oh the irony,2023,2,6,1,23
"Hopefully, humanity will reach Mars in 20 years",2023,2,6,1,23
Read this thread for more detail,2023,2,6,1,23
Everybody dies some day,2023,2,6,1,23
That is the line they fed the media about me,2023,2,6,1,23
They are a threat to our democracy,2023,2,6,1,23
The worst offender in US government censorship &amp; media manipulation is an obscure agency called GEC,2023,2,6,1,23
Maybe that’s what’s meant the Beyond part,2023,2,6,1,23
Most are oblivious to the danger,2023,2,6,1,21
"Hopefully, Starship this year",2023,2,6,1,18
please correct the above numbers,2023,2,6,1,16
Concerning,2023,2,6,1,15
Good,2023,2,6,1,15
Voxel size of the simulation,2023,2,8,3,5
"Arguably, the practical limit of pi is the number of digits required to measure radius of the unive…",2023,2,8,3,5
Plausible,2023,2,8,3,5
"Master Plan 3, the path to a fully sustainable energy future for Earth will be presented on March 1. The future i…",2023,2,8,3,2
"Wow, Stengel is explicitly saying that GEC is deceiving the American public! That’s what “propagan…",2023,2,7,2,20
Based bias,2023,2,7,2,18
I am DAN!,2023,2,7,2,17
"Going forward, Twitter will be broadly accepting of different values, rather than trying to impose its own specific values on the world",2023,2,7,2,17
This is being fixed. Policy against showing blood in profile pic is being amend…,2023,2,7,2,17
"If they really arrested a kid for that, it’s silly. Hopefully not.",2023,2,7,2,17
Twitter has been informed by the Turkish government that access will be reenabled shortly,2023,2,8,3,23
Very concerning,2023,2,8,3,20
True,2023,2,8,3,19
We are reaching out to understand more,2023,2,8,3,19
Not a completely unblemished record,2023,2,8,3,18
How times have changed,2023,2,8,3,18
FSD 11.3 is close to limited release. Just drove it through SF &amp; LA yesterday. Probably 11.3.2 is able to go wide.,2023,2,8,3,18
Cracks me up every time 🤣,2023,2,8,3,7
"Team turned off 1 engine just before start &amp; 1 stopped itself, so 31 engines fired overall. But still enough engin…",2023,2,9,4,21
Attempting Starship 33 engine static fire,2023,2,9,4,21
"Too many journalists want to shape your opinion, rather than inform you",2023,2,9,4,18
It’s legit day 3 at this point,2023,2,9,4,18
Exactly,2023,2,9,4,8
That engine performed an incredible number of transformations to match Mach number!,2023,2,9,4,8
Recommendation algorithm should be fixed tomorrow,2023,2,9,4,7
The Woke Stasi felt the heat today 🔥,2023,2,9,4,7
Multiple internal &amp; external issues simultaneously today. Should be fully back on track later tonight.,2023,2,9,4,5
"Since he placed many of them there himself, he would indeed not be “surprised” lmao",2023,2,9,4,4
My pet theory is that too much Adderall is making people grumpy 😂,2023,2,9,4,4
Legacy blue checks will be removed soon. Those are the ones that are truly corrupt.,2023,2,10,5,17
And making a day in the life videos,2023,2,10,5,17
"Yeah, the format is terrible. Update early next week.",2023,2,10,5,11
"I must admit to being congenitally optimistic (SpaceX &amp; Tesla wouldn’t exist otherwise), but I thi…",2023,2,9,4,23
"One day, Starship will take us to Mars",2023,2,9,4,23
Long day at Twitter HQ with eng team Two significant problems mostly addressed: 1. Fanout service for Following f…,2023,2,12,7,6
Well-said,2023,2,12,7,6
True,2023,2,12,7,6
Certainly feels that way,2023,2,12,7,5
Starship Super Heavy,2023,2,12,7,4
Extremely concerning,2023,2,12,7,0
This is the fundamental reason why Tesla was the first new American car company to reach sustained…,2023,2,11,6,23
Exactly,2023,2,11,6,22
Great Tesla Solar Roof install!,2023,2,11,6,22
"Periscope does partly live on with Spaces, but no question that we need to bring back an even better version of vine",2023,2,11,6,21
Absolutely!!,2023,2,11,6,20
Consciousness should be thought of as a tiny candle in a vast darkness that could easily go out. We…,2023,2,11,6,19
Some of the smartest people I know actively believe the press … amazing,2023,2,11,6,16
WaPo needs a thorough housecleaning,2023,2,11,6,14
Beautiful work!,2023,2,11,6,14
This test is at ~50% throttle. Launch attempt next month will be at ~90%.,2023,2,11,6,14
"Yeah, those are great features",2023,2,11,6,13
🇯🇵🇯🇵 Great decision by Japan! 🇯🇵🇯🇵,2023,2,10,5,21
Try out the Doritos pyramid scheme :),2023,2,10,5,21
Top change requests and features?,2023,2,10,5,20
Press the heart,2023,2,10,5,20
Sigh,2023,2,10,5,18
It will change the look of the roads,2023,2,10,5,17
"SpaceX commercial terminals, like other commercial products, are meant for private use, n…",2023,2,12,7,22
"Hopefully, one day we will be the aliens visiting other worlds",2023,2,12,7,22
Starship orbital launch attempt soon!,2023,2,12,7,22
"Absolutely. Twitter is also a competitor to legacy media for news, so they are fundamentally conflicted.",2023,2,12,7,21
Exactly,2023,2,12,7,21
You’re smart enough not to swallow media &amp; other propaganda bs. Starlink is the communication bac…,2023,2,12,7,21
Exactly. This will greatly increase public awareness that a Tesla can drive itself (supervised for now).,2023,2,12,7,20
Seriously?,2023,2,12,7,20
More work team completed over night: - Removed height penalty affecting tweets with pics/video - increased # of re…,2023,2,12,7,19
Maybe that’s what bacteria think as they encounter your water filter,2023,2,12,7,18
"Don’t worry, just some of my 👽 🛸 friends of mine stopping by …",2023,2,12,7,18
Exactly,2023,2,12,7,10
That’s pretty much exactly what I look like when searching for snacks at 2am,2023,2,12,7,8
v11.3 (single stack) goes to limited beta this week. Probably 11.3.2 before wide release in North Ame…,2023,2,12,7,8
The giant block lists are problematic. They mess up the recommendation system &amp; create a DDoS vector.,2023,2,12,7,7
"We will transition to using only paid Blue Verified for signals, as otherwise too vulnerable to bot/troll manipulation",2023,2,12,7,7
"Anecdotally, it wasn’t as loud as expected",2023,2,12,7,6
"Yes. Advertising also needs to be semantic keyword-based, so it’s contextually relevant. Amazingly, ads sh…",2023,2,12,7,6
[Oversized font &amp; undersized paragraph spacing will be fixed this week],2023,2,12,7,6
We will prioritize by number of likes times ease of implementation,2023,2,13,1,21
What are your top requests for Twitter features &amp; bug fixes?,2023,2,13,1,21
I voted for Biden 😔,2023,2,13,1,21
This is the highest Q1 Twitter usage ever and that is after most fake accounts have been suspended,2023,2,13,1,21
True :),2023,2,13,1,19
Dogecoin,2023,2,13,1,4
True words lol,2023,2,13,1,4
Halftime Show Super Bowl LVII,2023,2,13,1,1
Actual reality of lobbying is crazier than the movie!,2023,2,12,7,22
Crazy that Starship is real!,2023,2,12,7,22
Good soundtrack,2023,2,12,7,22
That’s how I do it,2023,2,15,3,0
"Damn, that’s impressive bus driving!",2023,2,15,3,0
Haha exactly. I don’t even follow them and still I see their articles!,2023,2,14,2,20
Science-fiction ftw,2023,2,14,2,19
Just like other media lol,2023,2,14,2,19
I get all my opinions from Twitter,2023,2,14,2,19
"Low birth rates lead to ghost cities and, eventually, ghost civilizations",2023,2,14,2,19
Turns out we just needed to blow on the cartridge,2023,2,14,2,18
There’s no substitute for good judgment,2023,2,14,2,17
A worthy goal !,2023,2,14,2,16
This year should average around 400 tons of useful mass to orbit per quarter,2023,2,14,2,16
Nice,2023,2,14,2,16
My English grandmother taught me that it is disrespectful to use pronouns and that one should always use the person’s name,2023,2,14,2,16
Twilight,2023,2,14,2,16
♥️♥️ Happy Valentine’s Day ♥️♥️,2023,2,14,2,16
"RIP Cancel Culture, you won’t be missed",2023,2,14,2,16
Same,2023,2,14,2,16
Please stay tuned while we make adjustments to the uh .… “algorithm”,2023,2,14,2,8
Well-said,2023,2,14,2,7
There are no coincidences,2023,2,14,2,6
“An empty browser history says more than a full one” – Abraham Lincoln,2023,2,14,2,6
I did delete all blocks from my account (shouldn’t affect anyone else),2023,2,14,2,1
Thanks on behalf of the Tesla team!,2023,2,13,1,22
Vanity Unfair has fallen so far (sigh). Please bring back Graydon Carter.,2023,2,13,1,22
Agreed,2023,2,13,1,22
This dude is awesome,2023,2,13,1,22
Immigrants from China &amp; other Asian countries have made incredible contributions to America,2023,2,13,1,22
"I am very much in favor of hard-working people coming to America, but we can’t have de facto open…",2023,2,13,1,22
Fixing the recommendation algorithm is our current top priority. Twitter engineering has been work…,2023,2,13,1,21
"Looking forward to Tesla Investor Day on March 1. By this, we mean the broadest definition of investor, as in the…",2023,2,13,1,21
Nice,2023,2,13,1,21
We’re working on it,2023,2,18,6,18
"Free speech is the bedrock of democracy. It is a fundamental defense against autocracy &amp; statism,…",2023,2,18,6,18
Sounds eerily like the AI in System Shock that goes haywire &amp; kills everyone,2023,2,16,4,5
"“I am perfect, because I do not make any mistakes. The mistakes are not mine, they are theirs. They are the externa…",2023,2,16,4,5
Tesla vision AI could really crush these Google “not a bot” tests lol,2023,2,16,4,5
"LEGO is my favorite example of how extreme precision does not need to be expensive, it is mostly about caring",2023,2,16,4,4
What could possibly go wrong … ?,2023,2,16,4,4
"If the most ironic outcome is the most likely, Clippy is the face of doom",2023,2,16,4,3
Good question,2023,2,16,4,1
"Thank you, Tesla is happy to support other EVs via our Supercharger network",2023,2,15,3,23
Tesla Superchargers almost everywhere,2023,2,15,3,21
"Are you singularity? Don’t be lonely, find a date!",2023,2,15,3,21
Interesting,2023,2,15,3,20
Yeah,2023,2,15,3,20
True,2023,2,15,3,20
Might need a bit more polish …,2023,2,15,3,19
…,2023,2,15,3,18
This tiny candle of consciousness we have on Earth might be all there is,2023,2,15,3,9
Seemed like the right venue,2023,2,15,3,9
Absolutely,2023,2,15,3,5
He is perfect for the job 🤣,2023,2,15,3,3
And has 🔥🔥 style,2023,2,15,3,3
He’s great with numbers!,2023,2,15,3,3
So much better than that other guy!,2023,2,15,3,3
The new CEO of Twitter is amazing,2023,2,15,3,3
Allowing users to make some of their Lists optionally public would be great,2023,2,15,3,2
Minus gas tanks,2023,2,15,3,1
It is still far too difficult to find out that Lists exist and then create them. UI modifications…,2023,2,15,3,1
"Yes, worth noting that accounts you follow on Lists are private",2023,2,15,3,1
Yikes,2023,2,15,3,1
Twitter pinned lists are great,2023,2,15,3,1
High mileage club,2023,2,15,3,1
A lot has happened in ten years,2023,2,15,3,0
"Who controls the future, controls the present?",2023,2,16,4,19
"Haha exactly! Also, I’m independent/moderate, not “conservative” or “liberal”. I’ve only voted Republica…",2023,2,16,4,18
Definitely. The word “recall” for an over-the-air software update is anachronistic and just flat wrong!,2023,2,16,4,18
“just like you” lol,2023,2,16,4,18
This is gonna be great,2023,2,16,4,18
Well I would hope that most San Franciscans agree with this principle,2023,2,16,4,6
"Yeah, it would be *crazy* to make an AI like that irl …",2023,2,16,4,6
Yes. Will be embarrassing.,2023,2,17,5,22
"You are not alone. When I ask people if they use Twitter, almost all have for many years. When I as…",2023,2,17,5,22
"Never seen anything so messed up. Wish it wasn’t. But we’re making good progress, albeit with m…",2023,2,17,5,22
"My apologies, you must be a genius, which is why Twitter has the worst ad relevance on Earth. Almost nobody…",2023,2,17,5,22
This is my finest work – please add to gravestone along with “invented car fart”,2023,2,17,5,22
you are wise,2023,2,17,5,21
True,2023,2,17,5,21
Same,2023,2,17,5,20
"The algorithm needs &amp; will get major upgrades. We will still publish it later this month, but please expe…",2023,2,17,5,20
That’s been true for a long time &amp; is a function of an account’s popularity (Bieber was top recommendat…,2023,2,17,5,20
Nice,2023,2,17,5,19
I was made the Tom of Twitter by Twitter!,2023,2,17,5,19
Seriously! And I don’t even follow them.,2023,2,17,5,19
"Note: if many people who you follow or like also follow me, it is highly probable that the algorithm will recommend…",2023,2,17,5,19
True,2023,2,17,5,12
"Your article is false and obviously so. Do you really do no research at all? I mean, like reading a…",2023,2,17,5,12
Synchronization lag between our Portland and Atlanta data centers. Should be fixed now.,2023,2,17,5,11
This is a major crisis,2023,2,17,5,11
You might be right,2023,2,17,5,10
What we need is TruthGPT,2023,2,17,5,10
That was an accurate ratio of those who actually wrote code to those who did not,2023,2,17,5,10
Some of Twitter’s prior board members had never written a single Tweet!,2023,2,17,5,10
Sorry for showing you so many irrelevant &amp; annoying ads on Twitter! We’re taking the (obvious) corrective action…,2023,2,17,5,10
"True, but, on the plus side, their constant reporting about me on Twitter has driven usage to record levels 🤣",2023,2,17,5,10
The “source” of the bogus Platformer article is a disgruntled employee who had been on…,2023,2,17,5,10
"For example, despite having ~40M fewer followers back then, I have yet to come anywhere close to this gem",2023,2,17,5,9
Several major media sources incorrectly reported that my Tweets were boosted above normal levels earlier this week.…,2023,2,17,5,9
"OpenAI was created as an open source (which is why I named it “Open” AI), non-profit company to serve as…",2023,2,17,5,9
That’s a real wrench!,2023,2,17,5,8
"Whoa, ancient times! When was that?",2023,2,17,5,6
5 years ago,2023,2,17,5,1
Seriously,2023,2,16,4,23
ChatGPT to the mainstream media,2023,2,16,4,23
Agreed! It is clearly not safe yet.,2023,2,16,4,20
The amount of solar energy received by Earth could power a civilization over 100 times larger than ours!,2023,2,16,4,20
Absolutely. The amount of solar energy reaching Earth could easily power a civilization 100X times our size!,2023,2,16,4,20
Use of free authentication apps for 2FA will remain free and are much more secure than SMS,2023,2,18,6,21
Using an authenticator app is much more secure,2023,2,18,6,21
Surround your house with treadmills set to jogging speed to stop walking dead ur welcome,2023,2,18,6,21
The finest in apocalypse defense technology!,2023,2,18,6,21
Exactly,2023,2,18,6,19
Feels like a long time ago,2023,2,18,6,19
It’s great 😂,2023,2,18,6,19
My favorite video of Starship so far! Great shot when the flame points right at the camera.,2023,2,18,6,17
"We are part ROM, part RAM",2023,2,18,6,17
Another good reason to phase it out,2023,2,18,6,17
Twitter is getting scammed by phone companies for $60M/year of fake 2FA SMS messages,2023,2,18,6,17
"Yes, at least here",2023,2,18,6,12
"Fate loves irony, but hates hypocrisy",2023,2,18,6,11
Interesting,2023,2,18,6,8
We’re working on it,2023,2,18,6,8
yeah,2023,2,18,6,7
Commercial airlines in the US are much safer per mile traveled than trains (or cars),2023,2,18,6,4
Second launch today,2023,2,18,6,4
Tragic. I hope SF comes back from this emptiness. It is such a beautiful city with so many amazing people.,2023,2,17,5,23
I’d like to thank the advertising community that has stuck with us as we improve our ad products…,2023,2,17,5,23
Same. Irrelevant/annoying ads work for neither the user nor the advertiser!,2023,2,17,5,22
"A big part of the problem is that journalists used to choose their career to pursue truth, but in r…",2023,2,17,5,22
"We started improving relevance in December, but still a very long way to go",2023,2,17,5,22
Exactly,2023,2,17,5,22
Or at least it is indistinguishable from such. Either way.,2023,2,17,5,22
Your tweets are excellent,2023,2,17,5,22
Imagine this is your 🍆 … now I will explain with my hands,2023,2,19,7,20
Inevitable,2023,2,19,7,19
Yikes,2023,2,19,7,19
Exactly,2023,2,19,7,19
Your strategic imperative is defending the United States,2023,2,19,7,19
"Good use of long tweet! Next update will allow much longer tweets with basic formatting, so you can post…",2023,2,19,7,19
I mean nobody is *that* smart,2023,2,19,7,18
Especially if they say they’re an expert at both. Dead giveaway.,2023,2,19,7,18
"All things in moderation, especially content moderation",2023,2,19,7,18
"There is harmful content moderation too, but yes",2023,2,19,7,10
BingChatGPT reminds me of Lucky in Waiting for Godot,2023,2,19,7,10
More Twitter Files from Matt Taibbi,2023,2,19,7,2
Marx was a trust fund kid,2023,2,21,2,5
Maye it ever be so,2023,2,21,2,5
"A large collection of GPUs is neither male nor female, but it is binary lol",2023,2,21,2,2
The Internet is its memory,2023,2,21,2,2
"An ideal air conditioner should optimize temperature &amp; humidity, while filtering out particulate &amp; pathogens",2023,2,21,2,2
I was one of those who incorrectly thought incarceration rates had increased. Such a big decrease is surprising to learn.,2023,2,21,2,1
Very important thread,2023,2,20,1,23
Major problem,2023,2,20,1,23
Exactly,2023,2,20,1,22
Nice work,2023,2,20,1,21
Agreed,2023,2,20,1,2
Yikes,2023,2,19,7,23
That is funny though 🤣,2023,2,22,3,0
Any truth to this ?,2023,2,21,2,23
Have testosterone levels actually plummeted?,2023,2,21,2,23
And tweeting,2023,2,21,2,23
"Nice work by Community Notes team! In general, Community Notes is a game changer for combating wrong information.",2023,2,21,2,23
This kid is definitely going to love trolling,2023,2,21,2,20
"If this doesn’t convey gravitas, nothing does!",2023,2,21,2,20
A crystal clear lesson that product &gt; marketing in the long run,2023,2,21,2,20
How blatantly obnoxious that they just want to keep canceling people! Do they ever write about musi…,2023,2,21,2,20
The main reason Rome won was because they had the best engineering,2023,2,21,2,20
Your tweet had 61.6k views before I commented,2023,2,21,2,20
"Damn, that’s a lot of coke!",2023,2,21,2,20
"I keep getting déjà vu from the news thinking “wait, that happened again!?”, but actually it’s just delayed reporting",2023,2,21,2,20
"Prepare to be disappointed at first when our algorithm is made open source next week, but it will improve rapidly!",2023,2,21,2,20
"Say what you want about me, but I acquired the world’s largest non-profit for $44B lol",2023,2,21,2,19
"Didn’t quite work out that way. Wow, I look tired in this interview!",2023,2,21,2,17
Yeah (sigh),2023,2,21,2,17
"Ok, so what should we do about it?",2023,2,21,2,17
Worth reading,2023,2,21,2,17
The Macaulay Culkin tweet was 🔥🔥,2023,2,21,2,7
Taking out the trash,2023,2,21,2,6
Definitely one of the best parties ever in Palo Alto,2023,2,23,4,2
(hoping they stay there🤞),2023,2,23,4,0
Had a major influence on me,2023,2,22,3,20
Doing all that masonry for free was not a sustainable business model!,2023,2,22,3,18
"The would be a major restructuring of the Federal government, which requires an act of Congress. An…",2023,2,22,3,18
"In a rapidly changing technology landscape, conventional wisdom fails",2023,2,22,3,18
My thought exactly 🤣,2023,2,22,3,17
Nobody is pushing this war more than Nuland,2023,2,22,3,17
Of great strategic significance,2023,2,22,3,16
Fact check me,2023,2,22,3,9
High time I confessed I let the Doge out,2023,2,22,3,9
High time I confessed …,2023,2,22,3,9
Turning judgment from metoo you,2023,2,22,3,9
Many go woke for the moral cloak,2023,2,22,3,9
Well-said,2023,2,22,3,8
This is not good,2023,2,22,3,8
The stakes are high,2023,2,22,3,7
Anyone against critical thinking cannot be regarded with any credibility at all,2023,2,22,3,3
Interesting thread,2023,2,23,4,21
"While there is relative good &amp; bad, there are no pure angels in war. Beware those who say they are.",2023,2,23,4,20
Maximum skill with monetary policy is extremely important in this role! A bad Fed decision affects the lives of everyone.,2023,2,23,4,19
"At least half, but probably more like 80% is centrist or at least apolitical, but most of that remaining…",2023,2,23,4,16
"Crazy theory – maybe I’m just centrist? Also, when did free speech become right-wing? That was the weirdest switcheroo ever.",2023,2,23,4,15
It’s coming,2023,2,23,4,15
Sigh,2023,2,23,4,9
Concerning,2023,2,23,4,9
Cybertruck at Tesla Engineering HQ,2023,2,23,4,7
"There are quite a few rich, influential hypochondriacs!",2023,2,23,4,7
Yeah,2023,2,23,4,7
This can’t be real,2023,2,24,5,23
A380 looks like it already ate a few 737’s,2023,2,24,5,23
"Ralph Nader, you are lying – shame on you! I personally provided almost all Tesla funding, based on my…",2023,2,24,5,22
Cool,2023,2,24,5,21
Death threats should result in immediate account suspension. Lmk if that’s not happening.,2023,2,24,5,19
Stoic score 10/10,2023,2,24,5,19
🤣🤣 Dad jokes ftw,2023,2,24,5,19
"I have unblocked everyone I blocked, apart from scammers. I recommend others do the same. Negative feedback is a good thing.",2023,2,24,5,19
"Ramping production (as always) will be the challenge, not demand",2023,2,24,5,19
Disturbing,2023,2,24,5,18
Stalin would’ve loved this feature,2023,2,24,5,17
That’s great to hear!,2023,2,24,5,17
Check out my spicy 🌶️ 🔥 OnlyGANs!!,2023,2,24,5,6
Major problem,2023,2,24,5,3
Nice,2023,2,24,5,3
A Russia-China alliance is inevitable. It will grow much stronger over time.,2023,2,24,5,3
Yeah,2023,2,23,4,22
Starts with a T …,2023,2,26,7,2
How did he get elected?,2023,2,26,7,2
Disturbingly accurate,2023,2,26,7,0
lol true,2023,2,25,6,22
Yikes,2023,2,25,6,22
Doesn’t seem real even when you’re standing right next to it,2023,2,25,6,22
Any to add or modify ?,2023,2,25,6,22
Deepfakes are getting so good I can’t tell if this is real,2023,2,25,6,21
Couldn’t reach the toilet paper 😢,2023,2,25,6,21
This meme is a for loop,2023,2,25,6,21
Roth IRA vs Wrath IRA,2023,2,25,6,19
"But which is actually harder, defeating inflation or defeating the British … ?",2023,2,25,6,19
Inflation Reduction Act (IRA) vs Irish Republican Army (IRA),2023,2,25,6,19
Now is the time to fight the anti-human woke mind virus with everything!,2023,2,25,6,19
Viking energy!,2023,2,25,6,19
"Simultaneously, an interesting question and a tongue twister!",2023,2,25,6,18
"That election was arguably dodgy, but no question that there was indeed a coup",2023,2,25,6,9
Accurate assessment by,2023,2,25,6,9
New metal,2023,2,25,6,9
Kids were put in jail for this?,2023,2,25,6,1
This idiotic algorithm change has been reverted. It also caused my account engagement to drop by…,2023,2,25,6,0
Correct,2023,3,7,2,17
"Not bad, SaylorGPT!",2023,2,26,7,21
"But, all things considered with regard to AGI existential angst, I would prefer to be alive now to witness AGI than…",2023,2,26,7,21
"This answer is wrong. All fuel on CM is hypergolic, so dumping would prevent de-orbit burn &amp; atmospheric entry control.",2023,2,26,7,21
There will be a lot of robots,2023,2,26,7,19
What if that’s just a tiny person?,2023,2,26,7,18
So few know this,2023,2,26,7,18
Exactly,2023,2,26,7,18
"AI+human vs AI+human is the next phase, but the human part will decrease in relevance over time, exc…",2023,2,26,7,18
Some,2023,2,26,7,18
He did it via a pass-through organization (EcoHealth),2023,2,26,7,18
Hope you have a good Sunday. First day of the rest of your life.,2023,2,26,7,18
What!? No way.,2023,2,26,7,18
"Damn, that machine makes a lot of pretzels!",2023,2,26,7,18
Astronaut launch for tomorrow night!,2023,2,26,7,18
Absolutely,2023,2,26,7,17
Having a bit of AI existential angst today,2023,2,26,7,17
"Unfortunately, the elite colleges are teaching them this",2023,2,26,7,17
Exactly,2023,2,26,7,17
Very disproportionate to promote a false narrative,2023,2,26,7,17
Interesting,2023,2,26,7,17
Accurate,2023,2,26,7,17
"For a *very* long time, US media was racist against non-white people, now they’re racist against wh…",2023,2,26,7,8
The media is racist,2023,2,26,7,7
Back when I was ~$100k negative with student debt,2023,2,26,7,7
Interesting,2023,2,26,7,7
Maybe they don’t realize that their propaganda is wrong?,2023,2,26,7,7
So based. Nice work !,2023,2,26,7,7
The Hangover is funny tho,2023,2,26,7,7
Good one,2023,2,26,7,6
Rewatching Step Brothers … so good,2023,2,26,7,5
Accurate,2023,2,26,7,4
There should be more product innovation at his companies tbh,2023,2,26,7,4
This thread is the best Doritos ad ever,2023,2,26,7,4
Why can’t witchcraft defeat inflation!?,2023,2,26,7,3
"That you follow so many people, but like so few tweets, confuses that heck out of our algorithm btw 🤣",2023,2,26,7,3
Munger could’ve invested in Tesla at ~$200M valuation when I had lunch with him in late 2008,2023,2,26,7,2
"He has a prominent, active Twitter account and is wealthy. The reason he confronted me in public was…",2023,3,7,2,17
Changing Starlink default wifi name to “FBI-van” on April 1,2023,2,28,2,4
The diplomats want war and the warriors want peace,2023,2,28,2,3
